UID,Cat,Valence,Activation,Dominance,Cat_Type,speaker,group
Ses05F_script01_2_F013,xxx,1.5,3.5,3.5,0,9,scr
Ses05F_script01_2_F014,ang,2,3.5,4,3,9,scr
Ses05F_script01_2_F015,xxx,2,2.5,3.5,0,9,scr
Ses05F_script01_2_F016,sad,2.5,3.5,3.5,4,9,scr
Ses05F_script01_2_F017,ang,1.5,3.5,3.5,3,9,scr
Ses05F_script01_2_M000,neu,3,2.5,2.5,1,10,scr
Ses05F_script01_2_M001,neu,3,3.5,3,1,10,scr
Ses05F_script01_2_M002,neu,2.5,3,3.5,1,10,scr
Ses05F_script01_2_M003,fru,3,3.5,3,9,10,scr
Ses05F_script01_2_M004,fru,2.5,3.5,3,9,10,scr
Ses05F_script01_2_M005,fru,2,3.5,3,9,10,scr
Ses05F_script01_2_M006,xxx,2.5,3,3.5,0,10,scr
Ses05F_script01_2_M007,fru,2,3.5,3,9,10,scr
Ses05F_script01_2_M008,fru,2,4,3,9,10,scr
Ses05F_script01_2_M009,fru,1.5,3.5,4.5,9,10,scr
Ses05F_script01_2_M010,fru,2,2.5,2.5,9,10,scr
Ses05F_script01_2_M011,fru,4,3,2.5,9,10,scr
Ses05F_script01_2_M012,fru,2.5,3,3,9,10,scr
Ses05F_script01_2_M013,fru,2.5,3.5,3,9,10,scr
Ses05F_script01_2_M014,fru,2.5,3.5,4,9,10,scr
Ses05F_script01_2_M015,xxx,2,3,3.5,0,10,scr
Ses05F_script01_2_M016,ang,1.5,4,4.5,3,10,scr
Ses05F_script01_2_M017,ang,1.5,4,5,3,10,scr
Ses05F_script01_3_F000,hap,3.5,2,2.5,2,9,scr
Ses05F_script01_3_F001,hap,4,2.5,2.5,2,9,scr
Ses05F_script01_3_F002,hap,3.5,2.5,2.5,2,9,scr
Ses05F_script01_3_F003,hap,4,2,3,2,9,scr
Ses05F_script01_3_F004,xxx,2.5,2,3,0,9,scr
Ses05F_script01_3_F005,xxx,3,3,2.5,0,9,scr
Ses05F_script01_3_F006,sad,3,2,2.5,4,9,scr
Ses05F_script01_3_F007,xxx,3.5,2,3,0,9,scr
Ses05F_script01_3_F008,neu,3.5,2.5,3,1,9,scr
Ses05F_script01_3_F009,hap,4.5,3.5,3.5,2,9,scr
Ses05F_script01_3_F010,xxx,3,2.5,3.5,0,9,scr
Ses05F_script01_3_F011,xxx,3,2,2.5,0,9,scr
Ses05F_script01_3_F012,xxx,3.5,2,3,0,9,scr
Ses05F_script01_3_F013,xxx,4,2,2.5,0,9,scr
Ses05F_script01_3_F014,xxx,5,3.5,3,0,9,scr
Ses05F_script01_3_F015,hap,4,4,3.5,2,9,scr
Ses05F_script01_3_F016,hap,3.5,2,3,2,9,scr
Ses05F_script01_3_F017,hap,2.5,3,3,2,9,scr
Ses05F_script01_3_F018,xxx,2.5,3,3,0,9,scr
Ses05F_script01_3_F019,xxx,2.5,2,3,0,9,scr
Ses05F_script01_3_F020,sad,2.5,2,3,4,9,scr
Ses05F_script01_3_F021,neu,3,2.5,3,1,9,scr
Ses05F_script01_3_F022,sad,2.5,2.5,2.5,4,9,scr
Ses05F_script01_3_F023,sad,2,2,2.5,4,9,scr
Ses05F_script01_3_F024,neu,3,2.5,2.5,1,9,scr
Ses05F_script01_3_F025,sad,2.5,3.5,4.5,4,9,scr
Ses05F_script01_3_F026,hap,4.5,3.5,3,2,9,scr
Ses05F_script01_3_M000,hap,4,3.5,3,2,10,scr
Ses05F_script01_3_M001,xxx,4,3,3,0,10,scr
Ses05F_script01_3_M002,sur,3,2.5,2,6,10,scr
Ses05F_script01_3_M003,xxx,2.5,3,2.5,0,10,scr
Ses05F_script01_3_M004,neu,3,2.5,3,1,10,scr
Ses05F_script01_3_M005,hap,3.5,4,2.5,2,10,scr
Ses05F_script01_3_M006,neu,3,3,2.5,1,10,scr
Ses05F_script01_3_M007,xxx,3.5,3,2,0,10,scr
Ses05F_script01_3_M008,hap,5,4,4.5,2,10,scr
Ses05F_script01_3_M009,exc,4.5,4.5,4.5,5,10,scr
Ses05F_script01_3_M010,exc,2,4.5,4.5,5,10,scr
Ses05F_script01_3_M011,xxx,2.5,3,2.5,0,10,scr
Ses05F_script01_3_M012,xxx,3,3,3,0,10,scr
Ses05F_script01_3_M013,xxx,3.5,3.5,2.5,0,10,scr
Ses05F_script01_3_M014,xxx,4.5,4,3.5,0,10,scr
Ses05F_script01_3_M015,xxx,4,4,3.5,0,10,scr
Ses05F_script01_3_M016,exc,5,4.5,4.5,5,10,scr
Ses05F_script01_3_M017,exc,4.5,4.5,4,5,10,scr
Ses05F_script01_3_M018,xxx,2.5,3.5,2.5,0,10,scr
Ses05F_script01_3_M019,xxx,2.5,3.5,2.5,0,10,scr
Ses05F_script01_3_M020,xxx,2,3,2.5,0,10,scr
Ses05F_script01_3_M021,sad,2,2.5,3.5,4,10,scr
Ses05F_script01_3_M022,xxx,2,2.5,2.5,0,10,scr
Ses05F_script01_3_M023,sad,2,3,2,4,10,scr
Ses05F_script01_3_M024,sad,3,3.5,3,4,10,scr
Ses05F_script01_3_M025,sad,2.5,2.5,3.5,4,10,scr
Ses05F_script01_3_M026,sad,2,2.5,3,4,10,scr
Ses05F_script01_3_M027,sad,2.5,3,3.5,4,10,scr
Ses05F_script01_3_M028,sad,3,4,4,4,10,scr
Ses05F_script01_3_M029,sad,3.5,4,4,4,10,scr
Ses05F_script01_3_M030,sad,2.5,4,4.5,4,10,scr
Ses05F_script01_3_M031,sad,2.5,3.5,4,4,10,scr
Ses05F_script01_3_M032,sad,3,3.5,4.5,4,10,scr
Ses05F_script01_3_M033,sad,3,4.5,4.5,4,10,scr
Ses05F_script01_3_M034,sad,2.5,3.5,4,4,10,scr
Ses05F_script01_3_M035,sad,2,3.5,4,4,10,scr
Ses05F_script01_3_M036,sad,1.5,3.5,4.5,4,10,scr
Ses05F_script01_3_M037,sad,1.5,4.5,4.5,4,10,scr
Ses05F_script01_3_M038,xxx,1,4,4.5,0,10,scr
Ses05F_script01_3_M039,exc,3,4,3.5,5,10,scr
Ses05F_script01_3_M040,hap,4,4.5,4.5,2,10,scr
Ses05F_script02_1_F000,neu,2,1.5,2,1,9,scr
Ses05F_script02_1_F001,neu,2,2,2,1,9,scr
Ses05F_script02_1_F002,fru,2,2.5,3,9,9,scr
Ses05F_script02_1_F003,xxx,2,2,2,0,9,scr
Ses05F_script02_1_F004,fru,2,2,2,9,9,scr
Ses05F_script02_1_F005,neu,2,1,2.5,1,9,scr
Ses05F_script02_1_F006,xxx,2,2.5,2.5,0,9,scr
Ses05F_script02_1_F007,neu,2,2.5,2.5,1,9,scr
Ses05F_script02_1_F008,fru,2,2,2.5,9,9,scr
Ses05F_script02_1_F009,xxx,2.5,2.5,2.5,0,9,scr
Ses05F_script02_1_F010,fru,2.5,2.5,2.5,9,9,scr
Ses05F_script02_1_F011,neu,2,1.5,2,1,9,scr
Ses05F_script02_1_F012,neu,2,1.5,2,1,9,scr
Ses05F_script02_1_F013,fru,2,3.5,3,9,9,scr
Ses05F_script02_1_F014,fru,2,4,3,9,9,scr
Ses05F_script02_1_F015,neu,2,2,2,1,9,scr
Ses05F_script02_1_F016,neu,2.5,2,2,1,9,scr
Ses05F_script02_1_F017,fru,2.5,2.5,2.5,9,9,scr
Ses05F_script02_1_F018,fru,2,2,2.5,9,9,scr
Ses05F_script02_1_F019,xxx,2.5,1.5,2.5,0,9,scr
Ses05F_script02_1_M000,exc,4,4,2.5,5,10,scr
Ses05F_script02_1_M001,exc,4,3,2.5,5,10,scr
Ses05F_script02_1_M002,exc,4,3,2,5,10,scr
Ses05F_script02_1_M003,exc,3,3.5,3,5,10,scr
Ses05F_script02_1_M004,fru,3,3.5,2.5,9,10,scr
Ses05F_script02_1_M005,fru,4,3,2,9,10,scr
Ses05F_script02_1_M006,fru,3,2.5,2,9,10,scr
Ses05F_script02_1_M007,fru,4,2.5,2,9,10,scr
Ses05F_script02_1_M008,xxx,4,2.5,2,0,10,scr
Ses05F_script02_1_M009,exc,4,3.5,2,5,10,scr
Ses05F_script02_1_M010,exc,3.5,3.5,2,5,10,scr
Ses05F_script02_1_M011,exc,4,3.5,2.5,5,10,scr
Ses05F_script02_1_M012,exc,4,3,2,5,10,scr
Ses05F_script02_1_M013,xxx,4,3,2.5,0,10,scr
Ses05F_script02_1_M014,exc,4,2.5,2,5,10,scr
Ses05F_script02_1_M015,xxx,4,3,2.5,0,10,scr
Ses05F_script02_1_M016,xxx,3.5,3,2.5,0,10,scr
Ses05F_script02_1_M017,fru,3.5,3.5,2.5,9,10,scr
Ses05F_script02_1_M018,exc,3.5,3.5,2.5,5,10,scr
Ses05F_script02_1_M019,exc,3.5,3.5,2.5,5,10,scr
Ses05F_script02_1_M020,exc,4.5,3.5,2.5,5,10,scr
Ses05F_script02_1_M021,exc,4.5,3.5,2.5,5,10,scr
Ses05F_script02_1_M022,xxx,3,3.5,2.5,0,10,scr
Ses05F_script02_1_M023,exc,3.5,4,2.5,5,10,scr
Ses05F_script02_1_M024,exc,3.5,3.5,2.5,5,10,scr
Ses05F_script02_1_M025,sur,3,3.5,2,6,10,scr
Ses05F_script02_1_M026,xxx,3.5,3.5,2.5,0,10,scr
Ses05F_script02_1_M027,fru,2.5,2.5,3,9,10,scr
Ses05F_script02_1_M028,xxx,3.5,3.5,2.5,0,10,scr
Ses05F_script02_1_M029,exc,4,3.5,2.5,5,10,scr
Ses05F_script02_1_M030,exc,4.5,3.5,2.5,5,10,scr
Ses05F_script02_1_M031,exc,3.5,3.5,2.5,5,10,scr
Ses05F_script02_1_M032,exc,4,4,2.5,5,10,scr
Ses05F_script02_1_M033,exc,4.5,4,3,5,10,scr
Ses05F_script02_1_M034,exc,4,3.5,1.5,5,10,scr
Ses05F_script02_2_F000,xxx,3,2,2.5,0,9,scr
Ses05F_script02_2_F001,xxx,2.5,3.5,3.5,0,9,scr
Ses05F_script02_2_F002,xxx,3,3.5,3.5,0,9,scr
Ses05F_script02_2_F003,xxx,2.5,3.5,4,0,9,scr
Ses05F_script02_2_F004,fru,2,3.5,3.5,9,9,scr
Ses05F_script02_2_F005,ang,1.5,4.5,3.5,3,9,scr
Ses05F_script02_2_F006,fru,2.5,3.5,3,9,9,scr
Ses05F_script02_2_F007,fru,2.5,3.5,3,9,9,scr
Ses05F_script02_2_F008,fru,2.5,3,3,9,9,scr
Ses05F_script02_2_F009,fru,2.5,3,3.5,9,9,scr
Ses05F_script02_2_F010,fru,1.5,4.5,4.5,9,9,scr
Ses05F_script02_2_F011,fru,2,3.5,3.5,9,9,scr
Ses05F_script02_2_F012,fru,2,4,4.5,9,9,scr
Ses05F_script02_2_F013,sad,2.5,2,3.5,4,9,scr
Ses05F_script02_2_F014,sad,2.5,2,3.5,4,9,scr
Ses05F_script02_2_F015,hap,3,2,3.5,2,9,scr
Ses05F_script02_2_F016,sad,4,2.5,3.5,4,9,scr
Ses05F_script02_2_F017,sad,2,2.5,3.5,4,9,scr
Ses05F_script02_2_F018,sad,2,2.5,2.5,4,9,scr
Ses05F_script02_2_F019,sad,2,3,2.5,4,9,scr
Ses05F_script02_2_F020,fru,2,2.5,3.5,9,9,scr
Ses05F_script02_2_F021,xxx,2,3,2.5,0,9,scr
Ses05F_script02_2_F022,xxx,2,1.5,2.5,0,9,scr
Ses05F_script02_2_F023,fru,2,3.5,3.5,9,9,scr
Ses05F_script02_2_F024,fru,1.5,3.5,4,9,9,scr
Ses05F_script02_2_F025,sad,1.5,4,4,4,9,scr
Ses05F_script02_2_F026,sad,2,3.5,4,4,9,scr
Ses05F_script02_2_F027,sad,2,2.5,3,4,9,scr
Ses05F_script02_2_F028,sad,1.5,3,3,4,9,scr
Ses05F_script02_2_F029,sad,2.5,2.5,2,4,9,scr
Ses05F_script02_2_F030,sad,2,2,3.5,4,9,scr
Ses05F_script02_2_F031,xxx,2,2,3,0,9,scr
Ses05F_script02_2_F032,sad,2,2.5,3.5,4,9,scr
Ses05F_script02_2_F033,hap,4,2,3,2,9,scr
Ses05F_script02_2_F034,hap,4,2,3,2,9,scr
Ses05F_script02_2_F035,xxx,4.5,3.5,3.5,0,9,scr
Ses05F_script02_2_F036,xxx,4.5,3,3.5,0,9,scr
Ses05F_script02_2_F037,hap,4,2.5,3.5,2,9,scr
Ses05F_script02_2_F038,xxx,4,3,2.5,0,9,scr
Ses05F_script02_2_M000,exc,4,3,3,5,10,scr
Ses05F_script02_2_M001,fru,3.5,3.5,3,9,10,scr
Ses05F_script02_2_M002,neu,3,3.5,3,1,10,scr
Ses05F_script02_2_M003,neu,2.5,4,3,1,10,scr
Ses05F_script02_2_M004,xxx,3,3,2,0,10,scr
Ses05F_script02_2_M005,neu,3,3,3.5,1,10,scr
Ses05F_script02_2_M006,fru,2.5,3.5,3,9,10,scr
Ses05F_script02_2_M007,fru,3,4,4,9,10,scr
Ses05F_script02_2_M008,fru,2,2.5,2.5,9,10,scr
Ses05F_script02_2_M009,fru,2,3.5,3,9,10,scr
Ses05F_script02_2_M010,neu,3,3.5,3,1,10,scr
Ses05F_script02_2_M011,fru,2,3.5,4,9,10,scr
Ses05F_script02_2_M012,fru,2,3.5,3,9,10,scr
Ses05F_script02_2_M013,fru,3,3.5,3,9,10,scr
Ses05F_script02_2_M014,xxx,2.5,4,3.5,0,10,scr
Ses05F_script02_2_M015,xxx,2.5,4,3.5,0,10,scr
Ses05F_script02_2_M016,neu,4,3.5,2.5,1,10,scr
Ses05F_script02_2_M017,xxx,3.5,4,3.5,0,10,scr
Ses05F_script02_2_M018,exc,3.5,4,3,5,10,scr
Ses05F_script02_2_M019,exc,3.5,3.5,3,5,10,scr
Ses05F_script02_2_M020,exc,3.5,3.5,3,5,10,scr
Ses05F_script02_2_M021,xxx,3,3,3,0,10,scr
Ses05F_script02_2_M022,fru,3,3.5,3,9,10,scr
Ses05F_script02_2_M023,fru,2,3.5,3.5,9,10,scr
Ses05F_script02_2_M024,fru,2,4.5,4.5,9,10,scr
Ses05F_script02_2_M025,ang,2,4.5,4.5,3,10,scr
Ses05F_script02_2_M026,xxx,1.5,4.5,5,0,10,scr
Ses05F_script02_2_M027,fru,1.5,4,5,9,10,scr
Ses05F_script02_2_M028,xxx,2,4.5,5,0,10,scr
Ses05F_script02_2_M029,xxx,3,3,3,0,10,scr
Ses05F_script02_2_M030,xxx,3,2.5,3,0,10,scr
Ses05F_script02_2_M031,sad,2.5,2.5,2.5,4,10,scr
Ses05F_script02_2_M032,sad,2,2.5,3,4,10,scr
Ses05F_script02_2_M033,sad,1.5,2.5,2.5,4,10,scr
Ses05F_script02_2_M034,xxx,3.5,3,2.5,0,10,scr
Ses05F_script02_2_M035,hap,4,2.5,3,2,10,scr
Ses05F_script02_2_M036,hap,4,3.5,3,2,10,scr
Ses05F_script02_2_M037,hap,4,3.5,3,2,10,scr
Ses05F_script02_2_M038,xxx,4,3,3,0,10,scr
Ses05F_script02_2_M039,xxx,4,3,2,0,10,scr
Ses05F_script02_2_M040,hap,4,3,2.5,2,10,scr
Ses05F_script02_2_M041,hap,3.5,2,2.5,2,10,scr
Ses05F_script03_1_F000,xxx,4,2.5,2.5,0,9,scr
Ses05F_script03_1_F001,xxx,3.5,3.5,3.5,0,9,scr
Ses05F_script03_1_F002,xxx,3.5,3,2.5,0,9,scr
Ses05F_script03_1_F003,xxx,4,3.5,3,0,9,scr
Ses05F_script03_1_F004,xxx,4,3.5,3,0,9,scr
Ses05F_script03_1_F005,exc,4,3.5,3,5,9,scr
Ses05F_script03_1_F006,exc,3.5,3.5,3.5,5,9,scr
Ses05F_script03_1_F007,exc,4,3,3,5,9,scr
Ses05F_script03_1_F008,xxx,3.5,3.5,3,0,9,scr
Ses05F_script03_1_F009,xxx,2.5,3,3,0,9,scr
Ses05F_script03_1_F010,neu,2.5,3.5,3,1,9,scr
Ses05F_script03_1_F011,neu,3,3.5,3,1,9,scr
Ses05F_script03_1_F012,xxx,2.5,3.5,3,0,9,scr
Ses05F_script03_1_F013,neu,3,2.5,2.5,1,9,scr
Ses05F_script03_1_F014,xxx,3,3.5,3.5,0,9,scr
Ses05F_script03_1_F015,neu,3,3.5,2.5,1,9,scr
Ses05F_script03_1_F016,xxx,3.5,3.5,3,0,9,scr
Ses05F_script03_1_F017,xxx,3,2,2.5,0,9,scr
Ses05F_script03_1_F018,xxx,2.5,3,3,0,9,scr
Ses05F_script03_1_F019,neu,3,3,3,1,9,scr
Ses05F_script03_1_F020,xxx,2.5,2.5,2.5,0,9,scr
Ses05F_script03_1_F021,xxx,4,2.5,3.5,0,9,scr
Ses05F_script03_1_F022,xxx,4,2.5,3,0,9,scr
Ses05F_script03_1_F023,xxx,4,3.5,3.5,0,9,scr
Ses05F_script03_1_F024,xxx,4,3,3.5,0,9,scr
Ses05F_script03_1_F025,exc,4,3.5,3.5,5,9,scr
Ses05F_script03_1_F026,xxx,4.5,4,4,0,9,scr
Ses05F_script03_1_F027,xxx,4,3,3.5,0,9,scr
Ses05F_script03_1_F028,xxx,4,3.5,3,0,9,scr
Ses05F_script03_1_F029,xxx,3,3,2.5,0,9,scr
Ses05F_script03_1_F030,exc,4.5,3.5,3.5,5,9,scr
Ses05F_script03_1_F031,hap,4.5,4,3.5,2,9,scr
Ses05F_script03_1_F032,xxx,4,3,3.5,0,9,scr
Ses05F_script03_1_F033,neu,3,2.5,2.5,1,9,scr
Ses05F_script03_1_M000,exc,3,3.5,3.5,5,10,scr
Ses05F_script03_1_M001,exc,4,3.5,3.5,5,10,scr
Ses05F_script03_1_M002,xxx,3.5,3.5,3.5,0,10,scr
Ses05F_script03_1_M003,xxx,2.5,3.5,3.5,0,10,scr
Ses05F_script03_1_M004,xxx,3.5,3.5,3,0,10,scr
Ses05F_script03_1_M005,exc,3,4,3.5,5,10,scr
Ses05F_script03_1_M006,fea,3.5,4,3,7,10,scr
Ses05F_script03_1_M007,exc,4,3.5,3,5,10,scr
Ses05F_script03_1_M008,xxx,4,4,4,0,10,scr
Ses05F_script03_1_M009,xxx,2.5,3.5,3.5,0,10,scr
Ses05F_script03_1_M010,xxx,4,3.5,3.5,0,10,scr
Ses05F_script03_1_M011,exc,3,4.5,4.5,5,10,scr
Ses05F_script03_1_M012,xxx,4,3.5,3.5,0,10,scr
Ses05F_script03_1_M013,exc,4,4,4,5,10,scr
Ses05F_script03_1_M014,exc,3.5,3.5,3,5,10,scr
Ses05F_script03_1_M015,exc,3,3,3,5,10,scr
Ses05F_script03_1_M016,exc,3,3.5,3.5,5,10,scr
Ses05F_script03_1_M017,exc,3.5,3.5,3,5,10,scr
Ses05F_script03_1_M018,exc,3.5,3.5,3.5,5,10,scr
Ses05F_script03_1_M019,exc,3.5,4.5,3.5,5,10,scr
Ses05F_script03_1_M020,exc,3.5,4,4,5,10,scr
Ses05F_script03_1_M021,exc,4.5,4,4,5,10,scr
Ses05F_script03_1_M022,exc,4,3.5,4.5,5,10,scr
Ses05F_script03_1_M023,xxx,4.5,4,4,0,10,scr
Ses05F_script03_1_M024,exc,4,4,3.5,5,10,scr
Ses05F_script03_1_M025,exc,3,3.5,3,5,10,scr
Ses05F_script03_1_M026,exc,2.5,3.5,4,5,10,scr
Ses05F_script03_1_M027,exc,4.5,3.5,3,5,10,scr
Ses05F_script03_1_M028,exc,2.5,3.5,4,5,10,scr
Ses05F_script03_1_M029,exc,4.5,3.5,3,5,10,scr
Ses05F_script03_1_M030,neu,3.5,3,3,1,10,scr
Ses05F_script03_1_M031,exc,4.5,4,4,5,10,scr
Ses05F_script03_1_M032,exc,4,4,3,5,10,scr
Ses05F_script03_1_M033,exc,2.5,4,3.5,5,10,scr
Ses05F_script03_2_F000,neu,2.5,3,3,1,9,scr
Ses05F_script03_2_F001,neu,2,3,3.5,1,9,scr
Ses05F_script03_2_F002,xxx,2.5,3,3.5,0,9,scr
Ses05F_script03_2_F003,neu,2.5,3,3.5,1,9,scr
Ses05F_script03_2_F004,neu,2.5,2.5,3,1,9,scr
Ses05F_script03_2_F005,neu,2.5,4,3,1,9,scr
Ses05F_script03_2_F006,neu,4,3,4,1,9,scr
Ses05F_script03_2_F007,xxx,2.5,3,4,0,9,scr
Ses05F_script03_2_F008,fru,2,2.5,3.5,9,9,scr
Ses05F_script03_2_F009,xxx,3,2.5,2.5,0,9,scr
Ses05F_script03_2_F010,neu,2,3,3.5,1,9,scr
Ses05F_script03_2_F011,neu,2,3,3.5,1,9,scr
Ses05F_script03_2_F012,neu,2.5,2.5,3.5,1,9,scr
Ses05F_script03_2_F013,xxx,2.5,2.5,3,0,9,scr
Ses05F_script03_2_F014,neu,2.5,2.5,3.5,1,9,scr
Ses05F_script03_2_F015,xxx,2.5,3.5,3.5,0,9,scr
Ses05F_script03_2_F016,xxx,2.5,2.5,3,0,9,scr
Ses05F_script03_2_F017,xxx,1.5,2.5,3,0,9,scr
Ses05F_script03_2_F018,ang,1.5,3.5,4,3,9,scr
Ses05F_script03_2_F019,ang,3,3,3.5,3,9,scr
Ses05F_script03_2_F020,ang,3,3,3,3,9,scr
Ses05F_script03_2_F021,ang,1,4,4.5,3,9,scr
Ses05F_script03_2_F022,neu,4,3.5,3.5,1,9,scr
Ses05F_script03_2_F023,ang,2.5,2.5,3,3,9,scr
Ses05F_script03_2_F024,ang,2,3,4.5,3,9,scr
Ses05F_script03_2_F025,xxx,2,4,4.5,0,9,scr
Ses05F_script03_2_F026,fru,2,3.5,4.5,9,9,scr
Ses05F_script03_2_F027,ang,2.5,2,3,3,9,scr
Ses05F_script03_2_F028,fru,1.5,4,3.5,9,9,scr
Ses05F_script03_2_F029,ang,1.5,3.5,4,3,9,scr
Ses05F_script03_2_F030,ang,2.5,3.5,3.5,3,9,scr
Ses05F_script03_2_F031,ang,4,2.5,3.5,3,9,scr
Ses05F_script03_2_F032,ang,2,2.5,4,3,9,scr
Ses05F_script03_2_F033,ang,1.5,3.5,4.5,3,9,scr
Ses05F_script03_2_F034,ang,2,3.5,4,3,9,scr
Ses05F_script03_2_F035,ang,2,2.5,4,3,9,scr
Ses05F_script03_2_F036,ang,1.5,4,4,3,9,scr
Ses05F_script03_2_F037,ang,2,3.5,4,3,9,scr
Ses05F_script03_2_F038,ang,1,4.5,5,3,9,scr
Ses05F_script03_2_F039,ang,1,4,5,3,9,scr
Ses05F_script03_2_F040,ang,1,4.5,5,3,9,scr
Ses05F_script03_2_F041,ang,1.5,4,5,3,9,scr
Ses05F_script03_2_M000,xxx,2.5,3.5,4,0,10,scr
Ses05F_script03_2_M001,xxx,2.5,3.5,3.5,0,10,scr
Ses05F_script03_2_M002,xxx,2,3.5,4,0,10,scr
Ses05F_script03_2_M003,xxx,2,3,3.5,0,10,scr
Ses05F_script03_2_M004,ang,2,3.5,3.5,3,10,scr
Ses05F_script03_2_M005,ang,2,3.5,3.5,3,10,scr
Ses05F_script03_2_M006,fru,1.5,3.5,4,9,10,scr
Ses05F_script03_2_M007,xxx,1.5,4,4,0,10,scr
Ses05F_script03_2_M008,ang,1.5,3,4.5,3,10,scr
Ses05F_script03_2_M009,neu,2.5,3,3,1,10,scr
Ses05F_script03_2_M010,neu,3,3.5,3,1,10,scr
Ses05F_script03_2_M011,xxx,3,2.5,3.5,0,10,scr
Ses05F_script03_2_M012,xxx,2,3,4.5,0,10,scr
Ses05F_script03_2_M013,ang,2,4,4.5,3,10,scr
Ses05F_script03_2_M014,ang,2,3.5,4.5,3,10,scr
Ses05F_script03_2_M015,xxx,3,3.5,3,0,10,scr
Ses05F_script03_2_M016,ang,2.5,3.5,3.5,3,10,scr
Ses05F_script03_2_M017,xxx,3.5,3.5,3.5,0,10,scr
Ses05F_script03_2_M018,fru,4,3,3.5,9,10,scr
Ses05F_script03_2_M019,ang,2,3.5,4.5,3,10,scr
Ses05F_script03_2_M020,xxx,2,3.5,4,0,10,scr
Ses05F_script03_2_M021,xxx,2,3.5,4.5,0,10,scr
Ses05F_script03_2_M022,ang,1.5,3,5,3,10,scr
Ses05F_script03_2_M023,fru,2.5,3,3,9,10,scr
Ses05F_script03_2_M024,ang,1.5,3.5,4,3,10,scr
Ses05F_script03_2_M025,ang,2,3.5,4,3,10,scr
Ses05F_script03_2_M026,ang,2,4.5,4.5,3,10,scr
Ses05F_script03_2_M027,xxx,2,3.5,3.5,0,10,scr
Ses05F_script03_2_M028,xxx,2,4.5,4.5,0,10,scr
Ses05F_script03_2_M029,xxx,1.5,4,4.5,0,10,scr
Ses05F_script03_2_M030,fru,2,5,4.5,9,10,scr
Ses05F_script03_2_M031,xxx,1.5,3.5,4.5,0,10,scr
Ses05F_script03_2_M032,fru,2,3,4.5,9,10,scr
Ses05F_script03_2_M033,xxx,2.5,3,3.5,0,10,scr
Ses05F_script03_2_M034,xxx,3,3,3.5,0,10,scr
Ses05F_script03_2_M035,xxx,2,3.5,4,0,10,scr
Ses05F_script03_2_M036,xxx,2,2.5,3.5,0,10,scr
Ses05F_script03_2_M037,ang,1.5,4,4.5,3,10,scr
Ses05F_script03_2_M038,ang,1.5,4,4.5,3,10,scr
Ses05F_script03_2_M039,ang,2,3.5,4,3,10,scr
Ses05F_script03_2_M040,ang,1.5,4.5,4,3,10,scr
Ses05F_script03_2_M041,ang,2.5,4,4,3,10,scr
Ses05F_script03_2_M042,ang,2,4,4.5,3,10,scr
Ses05F_script03_2_M043,ang,1,4.5,5,3,10,scr
Ses05M_impro01_F000,neu,3,2.5,2.5,1,9,imp
Ses05M_impro01_F001,neu,3,2.5,3,1,9,imp
Ses05M_impro01_F002,neu,3,3,3,1,9,imp
Ses05M_impro01_F003,neu,3,2.5,3,1,9,imp
Ses05M_impro01_F004,neu,3,3,3,1,9,imp
Ses05M_impro01_F005,fru,2.5,2.5,3.5,9,9,imp
Ses05M_impro01_F006,neu,2.5,3.5,4,1,9,imp
Ses05M_impro01_F007,fru,2,3,3,9,9,imp
Ses05M_impro01_F008,fru,2.5,3,3.5,9,9,imp
Ses05M_impro01_F009,neu,2.5,3,2.5,1,9,imp
Ses05M_impro01_F010,fru,3,2,2.5,9,9,imp
Ses05M_impro01_F011,fru,2.5,3.5,3.5,9,9,imp
Ses05M_impro01_F012,neu,2.5,3,3,1,9,imp
Ses05M_impro01_F013,fru,1.5,3.5,3.5,9,9,imp
Ses05M_impro01_F014,fru,1.5,2.5,3,9,9,imp
Ses05M_impro01_F015,fru,2.5,3,3.5,9,9,imp
Ses05M_impro01_F016,fru,2,2.5,3,9,9,imp
Ses05M_impro01_F017,fru,2.5,3,3.5,9,9,imp
Ses05M_impro01_F018,fru,2,3.5,3.5,9,9,imp
Ses05M_impro01_F019,fru,2.5,3.5,3,9,9,imp
Ses05M_impro01_F020,fru,1.5,3.5,4,9,9,imp
Ses05M_impro01_F021,ang,1.5,4,4.5,3,9,imp
Ses05M_impro01_F022,fru,2,3.5,4,9,9,imp
Ses05M_impro01_F023,ang,2,3.5,4.5,3,9,imp
Ses05M_impro01_M000,xxx,4,3.5,3.5,0,10,imp
Ses05M_impro01_M001,xxx,2.5,3.5,3,0,10,imp
Ses05M_impro01_M002,xxx,2.5,3,2.5,0,10,imp
Ses05M_impro01_M003,xxx,2.5,3.5,3.5,0,10,imp
Ses05M_impro01_M004,fru,2,3.5,4,9,10,imp
Ses05M_impro01_M005,ang,2,4,4,3,10,imp
Ses05M_impro01_M006,xxx,2,2.5,3,0,10,imp
Ses05M_impro01_M007,xxx,2,3,3,0,10,imp
Ses05M_impro01_M008,fru,2,4,4,9,10,imp
Ses05M_impro01_M009,fru,3,4,4,9,10,imp
Ses05M_impro01_M010,xxx,1.5,3.5,4.5,0,10,imp
Ses05M_impro01_M011,fru,2,3.5,4,9,10,imp
Ses05M_impro01_M012,fru,2,3.5,3.5,9,10,imp
Ses05M_impro01_M013,fru,3,4.5,4.5,9,10,imp
