,id,emotion_v,emotion_a,emotion_d,label,Cat_L1,Cat_L2,Cat_L3,Cat_Spk,Dim_L1_val,Dim_L1_act,Dim_L1_dim,Dim_L2_val,Dim_L2_act,Dim_L2_dim,Dim_Spk_val,Dim_Spk_act,Dim_Spk_dim
8908,Ses05F_impro03_M000,4.0,3.0,3.0,exc,Excited,Excited,Neutral,-1,4,3,2,4,3,4,-1,-1,-1
8909,Ses05F_impro03_M001,4.0,3.5,3.5,exc,Excited,Excited,Excited,-1,4,3,3,4,4,4,-1,-1,-1
8910,Ses05F_impro03_M002,3.0,4.0,4.5,sur,Surprise,Surprise,Surprise,-1,3,3,4,3,5,5,-1,-1,-1
8911,Ses05F_impro03_M003,3.5,3.5,4.5,exc,Excited,Surprise,Excited,-1,3,3,4,4,4,5,-1,-1,-1
8912,Ses05F_impro03_M004,3.5,3.5,4.5,xxx,Excited,Surprise,Surprise,-1,3,3,4,4,4,5,-1,-1,-1
8913,Ses05F_impro03_M005,4.5,4.5,4.5,exc,Excited,Surprise,Excited,-1,4,4,4,5,5,5,-1,-1,-1
8914,Ses05F_impro03_M006,4.5,4.0,4.0,exc,Excited,Surprise,Excited,-1,4,3,3,5,5,5,-1,-1,-1
8915,Ses05F_impro03_M007,3.5,4.0,4.5,exc,Excited,Excited,Excited,-1,3,4,4,4,4,5,-1,-1,-1
8916,Ses05F_impro03_M008,4.0,3.5,4.0,exc,Excited,Surprise,Excited,-1,4,3,3,4,4,5,-1,-1,-1
8917,Ses05F_impro03_M009,4.0,3.0,3.5,exc,Excited,Excited,Excited,-1,4,2,3,4,4,4,-1,-1,-1
8918,Ses05F_impro03_M010,3.5,3.0,4.0,exc,Excited,Happiness,Excited,-1,3,3,3,4,3,5,-1,-1,-1
8919,Ses05F_impro03_M011,3.0,4.0,4.5,exc,Excited,Happiness,Excited,-1,2,4,4,4,4,5,-1,-1,-1
8920,Ses05F_impro03_M012,4.5,4.0,4.5,exc,Excited,Happiness,Excited,-1,4,4,4,5,4,5,-1,-1,-1
8921,Ses05F_impro03_M013,4.0,4.5,4.5,exc,Excited,Excited,Neutral,-1,4,4,4,4,5,5,-1,-1,-1
8922,Ses05F_impro03_M014,4.0,3.5,3.5,xxx,Excited,Happiness,Neutral,-1,4,3,3,4,4,4,-1,-1,-1
8923,Ses05F_impro03_M015,4.0,3.0,3.5,xxx,Excited,Happiness,Neutral,-1,4,3,3,4,3,4,-1,-1,-1
8924,Ses05F_impro03_M016,4.0,3.5,3.5,xxx,Excited,Happiness,Neutral,-1,4,3,3,4,4,4,-1,-1,-1
8925,Ses05F_impro03_M017,4.0,3.0,3.5,xxx,Excited,Happiness,Neutral,-1,4,3,3,4,3,4,-1,-1,-1
8926,Ses05F_impro03_M018,4.0,2.5,3.5,xxx,Excited,Happiness,Neutral,-1,4,2,3,4,3,4,-1,-1,-1
8927,Ses05F_impro03_M019,4.0,4.0,4.5,xxx,Excited,Happiness,Neutral,-1,4,4,4,4,4,5,-1,-1,-1
8928,Ses05F_impro03_M020,3.5,3.5,4.0,exc,Excited,Excited,Neutral,-1,3,3,4,4,4,4,-1,-1,-1
8929,Ses05F_impro03_M021,4.0,3.0,3.5,xxx,Excited,Happiness,Neutral,-1,4,3,3,4,3,4,-1,-1,-1
8930,Ses05F_impro03_M022,3.5,3.0,3.5,xxx,Excited,Happiness,Neutral,-1,3,3,3,4,3,4,-1,-1,-1
8931,Ses05F_impro03_M023,2.5,3.5,3.5,xxx,Excited,Happiness,Neutral,-1,2,3,3,3,4,4,-1,-1,-1
8932,Ses05F_impro03_M024,4.0,2.5,3.5,xxx,Excited,Happiness,Neutral,-1,4,2,3,4,3,4,-1,-1,-1
8933,Ses05F_impro03_M025,3.0,3.0,3.0,xxx,Excited,Happiness,Neutral,-1,3,2,3,3,4,3,-1,-1,-1
8934,Ses05F_impro03_M026,4.0,2.5,3.0,xxx,Excited,Happiness,Neutral,-1,4,2,3,4,3,3,-1,-1,-1
8935,Ses05F_impro03_M027,4.0,4.0,4.5,exc,Excited,Excited,Neutral,-1,4,4,4,4,4,5,-1,-1,-1
8936,Ses05F_impro03_M028,4.5,3.5,4.5,xxx,Excited,Happiness,Neutral,-1,4,3,4,5,4,5,-1,-1,-1
8937,Ses05F_impro03_M029,3.5,3.5,4.0,xxx,Excited,Happiness,Neutral,-1,3,3,4,4,4,4,-1,-1,-1
8938,Ses05F_impro03_M030,4.0,3.5,4.0,hap,Happiness,Happiness,Excited,-1,4,3,3,4,4,5,-1,-1,-1
8939,Ses05F_impro03_M031,3.5,3.0,3.5,exc,Excited,Happiness,Excited,-1,3,3,3,4,3,4,-1,-1,-1
8940,Ses05F_impro03_M032,3.5,3.5,3.5,exc,Excited,Happiness,Excited,-1,3,3,3,4,4,4,-1,-1,-1
8941,Ses05F_impro03_M033,4.0,3.5,3.5,exc,Excited,Happiness,Excited,-1,4,3,3,4,4,4,-1,-1,-1
8942,Ses05F_impro03_M034,4.0,3.0,4.5,xxx,Happiness,Happiness,Excited,-1,4,3,4,4,3,5,-1,-1,-1
8943,Ses05F_impro03_M035,3.5,3.5,3.0,exc,Excited,Excited,Neutral,-1,3,3,2,4,4,4,-1,-1,-1
8944,Ses05F_impro03_M036,4.0,3.0,4.5,exc,Excited,Excited,Happiness,-1,4,3,4,4,3,5,-1,-1,-1
8945,Ses05F_impro03_M037,4.0,3.5,4.5,exc,Excited,Excited,Happiness,-1,4,3,4,4,4,5,-1,-1,-1
8946,Ses05F_impro03_M038,4.5,4.0,3.5,hap,Excited,Happiness,Happiness,-1,4,3,2,5,5,5,-1,-1,-1
8947,Ses05F_impro03_M039,4.0,4.0,4.0,exc,Excited,Excited,Happiness,-1,4,4,4,4,4,4,-1,-1,-1
8948,Ses05F_impro03_M040,4.0,3.0,3.5,hap,Excited,Happiness,Happiness,-1,4,3,3,4,3,4,-1,-1,-1
8949,Ses05F_impro03_M041,5.0,3.5,4.0,hap,Excited,Happiness,Happiness,-1,5,2,3,5,5,5,-1,-1,-1
8950,Ses05F_impro03_M042,3.5,2.5,4.0,xxx,Excited,Happiness,Neutral,-1,3,2,4,4,3,4,-1,-1,-1
8951,Ses05F_impro03_M043,4.5,4.5,4.0,exc,Excited,Happiness,Excited,-1,4,4,3,5,5,5,-1,-1,-1
8952,Ses05F_impro03_M044,4.5,4.0,4.0,exc,Excited,Happiness,Excited,-1,4,4,3,5,4,5,-1,-1,-1
8953,Ses05F_impro03_M045,4.0,3.0,4.0,exc,Excited,Happiness,Excited,-1,4,3,3,4,3,5,-1,-1,-1
8954,Ses05F_impro03_M046,3.5,2.5,3.5,exc,Excited,Surprise,Excited,-1,3,2,3,4,3,4,-1,-1,-1
8955,Ses05F_impro03_M047,3.5,2.5,3.0,xxx,Excited,Happiness,Neutral,-1,3,2,3,4,3,3,-1,-1,-1
8956,Ses05F_impro03_M048,4.0,3.5,3.0,xxx,Excited,Happiness,Neutral,-1,4,3,2,4,4,4,-1,-1,-1
8957,Ses05F_impro03_M049,4.0,2.5,3.0,hap,Happiness,Happiness,Neutral,-1,4,2,3,4,3,3,-1,-1,-1
8958,Ses05F_impro03_M050,3.5,3.5,3.5,exc,Excited,Excited,Neutral,-1,3,3,3,4,4,4,-1,-1,-1
8959,Ses05F_impro03_M051,3.5,3.0,3.5,exc,Excited,Excited,Neutral,-1,3,2,3,4,4,4,-1,-1,-1
8960,Ses05F_impro03_M052,3.0,3.0,3.0,xxx,Excited,Happiness,Neutral,-1,2,2,2,4,4,4,-1,-1,-1
8961,Ses05F_impro03_M053,4.0,3.0,3.0,xxx,Excited,Happiness,Neutral,-1,4,2,3,4,4,3,-1,-1,-1
8962,Ses05F_impro03_M054,3.5,3.0,3.5,xxx,Excited,Happiness,Neutral,-1,3,3,3,4,3,4,-1,-1,-1
8963,Ses05F_impro03_M055,4.0,2.5,3.5,xxx,Excited,Happiness,Neutral,-1,4,2,3,4,3,4,-1,-1,-1
8964,Ses05F_impro03_M056,4.0,3.0,3.5,xxx,Excited,Happiness,Neutral,-1,4,2,3,4,4,4,-1,-1,-1
8965,Ses05F_impro03_M057,4.5,3.0,4.0,hap,Happiness,Happiness,Neutral,-1,4,2,3,5,4,5,-1,-1,-1
8966,Ses05F_impro03_M058,4.0,3.0,3.0,hap,Happiness,Happiness,Neutral,-1,4,3,2,4,3,4,-1,-1,-1
8967,Ses05F_impro03_M059,3.5,2.0,3.0,xxx,Happiness,Excited,Neutral,-1,3,2,3,4,2,3,-1,-1,-1
8968,Ses05F_impro03_M060,4.5,3.5,3.5,hap,Happiness,Happiness,Excited,-1,4,2,2,5,5,5,-1,-1,-1
8969,Ses05F_impro03_M061,3.5,2.5,3.5,hap,Happiness,Happiness,Neutral,-1,3,2,3,4,3,4,-1,-1,-1
8970,Ses05F_impro03_M062,3.5,2.5,3.0,hap,Happiness,Happiness,Neutral,-1,3,2,3,4,3,3,-1,-1,-1
8971,Ses05F_impro03_M063,4.0,3.5,3.5,hap,Happiness,Happiness,Neutral,-1,4,3,3,4,4,4,-1,-1,-1
8972,Ses05F_impro03_M064,4.0,3.0,3.0,hap,Happiness,Happiness,Neutral,-1,4,3,3,4,3,3,-1,-1,-1
8973,Ses05F_impro03_M065,4.5,4.5,4.5,hap,Happiness,Happiness,Excited,-1,4,4,4,5,5,5,-1,-1,-1
8974,Ses05F_impro03_M066,4.0,3.5,3.5,hap,Happiness,Happiness,Excited,-1,4,4,3,4,3,4,-1,-1,-1
8975,Ses05F_impro03_M067,4.0,3.0,3.5,hap,Happiness,Happiness,Excited,-1,4,3,3,4,3,4,-1,-1,-1
8976,Ses05F_impro03_M068,4.0,3.5,4.0,hap,Happiness,Happiness,Excited,-1,4,3,3,4,4,5,-1,-1,-1
8977,Ses05F_script03_2_F000,2.5,3.0,3.0,neu,Frustration,Neutral,Neutral,-1,3,3,2,2,3,4,-1,-1,-1
8978,Ses05F_script03_2_F001,2.0,3.0,3.5,neu,Frustration,Neutral,Neutral,-1,2,3,3,2,3,4,-1,-1,-1
8979,Ses05F_script03_2_F002,2.5,3.0,3.5,xxx,Frustration,Happiness,Neutral,-1,3,3,3,2,3,4,-1,-1,-1
8980,Ses05F_script03_2_F003,2.5,3.0,3.5,neu,Frustration,Neutral,Neutral,-1,3,3,3,2,3,4,-1,-1,-1
8981,Ses05F_script03_2_F004,2.5,2.5,3.0,neu,Excited,Neutral,Neutral,-1,3,2,3,2,3,3,-1,-1,-1
8982,Ses05F_script03_2_F005,2.5,4.0,3.0,neu,Frustration,Neutral,Neutral,-1,3,4,2,2,4,4,-1,-1,-1
8983,Ses05F_script03_2_F006,4.0,3.0,4.0,neu,Frustration,Neutral,Neutral,-1,4,3,4,4,3,4,-1,-1,-1
8984,Ses05F_script03_2_F007,2.5,3.0,4.0,xxx,Frustration,Anger,Neutral,-1,3,3,4,2,3,4,-1,-1,-1
8985,Ses05F_script03_2_F008,2.0,2.5,3.5,fru,Frustration,Frustration,Other,-1,2,3,3,2,2,4,-1,-1,-1
8986,Ses05F_script03_2_F009,3.0,2.5,2.5,xxx,Frustration,Neutral,Other,-1,3,3,2,3,2,3,-1,-1,-1
8987,Ses05F_script03_2_F010,2.0,3.0,3.5,neu,Frustration,Neutral,Neutral,-1,2,3,3,2,3,4,-1,-1,-1
8988,Ses05F_script03_2_F011,2.0,3.0,3.5,neu,Frustration,Neutral,Neutral,-1,2,3,3,2,3,4,-1,-1,-1
8989,Ses05F_script03_2_F012,2.5,2.5,3.5,neu,Frustration,Neutral,Neutral,-1,3,2,3,2,3,4,-1,-1,-1
8990,Ses05F_script03_2_F013,2.5,2.5,3.0,xxx,Frustration,Anger,Other,-1,3,2,2,2,3,4,-1,-1,-1
8991,Ses05F_script03_2_F014,2.5,2.5,3.5,neu,Frustration,Neutral,Neutral,-1,3,2,3,2,3,4,-1,-1,-1
8992,Ses05F_script03_2_F015,2.5,3.5,3.5,xxx,Frustration,Anger,Neutral,-1,3,3,3,2,4,4,-1,-1,-1
8993,Ses05F_script03_2_F016,2.5,2.5,3.0,xxx,Frustration,Anger,Other,-1,3,2,2,2,3,4,-1,-1,-1
8994,Ses05F_script03_2_F017,1.5,2.5,3.0,xxx,Anger,Frustration,Other,-1,2,2,2,1,3,4,-1,-1,-1
8995,Ses05F_script03_2_F018,1.5,3.5,4.0,ang,Anger,Anger,Other,-1,2,4,4,1,3,4,-1,-1,-1
8996,Ses05F_script03_2_F019,3.0,3.0,3.5,ang,Anger,Anger,Neutral,-1,2,3,3,4,3,4,-1,-1,-1
8997,Ses05F_script03_2_F020,3.0,3.0,3.0,ang,Anger,Anger,Frustration,-1,3,2,2,3,4,4,-1,-1,-1
8998,Ses05F_script03_2_F021,1.0,4.0,4.5,ang,Anger,Anger,Anger,-1,1,3,4,1,5,5,-1,-1,-1
8999,Ses05F_script03_2_F022,4.0,3.5,3.5,neu,Anger,Neutral,Neutral,-1,4,3,3,4,4,4,-1,-1,-1
9000,Ses05F_script03_2_F023,2.5,2.5,3.0,ang,Anger,Anger,Other,-1,3,2,2,2,3,4,-1,-1,-1
9001,Ses05F_script03_2_F024,2.0,3.0,4.5,ang,Anger,Anger,Other,-1,3,2,4,1,4,5,-1,-1,-1
9002,Ses05F_script03_2_F025,2.0,4.0,4.5,xxx,Frustration,Anger,Other,-1,2,4,4,2,4,5,-1,-1,-1
9003,Ses05F_script03_2_F026,2.0,3.5,4.5,fru,Anger,Frustration,Other,-1,3,3,4,1,4,5,-1,-1,-1
9004,Ses05F_script03_2_F027,2.5,2.0,3.0,ang,Anger,Anger,Other,-1,3,2,2,2,2,4,-1,-1,-1
9005,Ses05F_script03_2_F028,1.5,4.0,3.5,fru,Anger,Frustration,Other,-1,2,3,2,1,5,5,-1,-1,-1
9006,Ses05F_script03_2_F029,1.5,3.5,4.0,ang,Anger,Anger,Other,-1,2,3,3,1,4,5,-1,-1,-1
9007,Ses05F_script03_2_F030,2.5,3.5,3.5,ang,Anger,Anger,Other,-1,3,3,3,2,4,4,-1,-1,-1
9008,Ses05F_script03_2_F031,4.0,2.5,3.5,ang,Anger,Anger,Other,-1,4,2,3,4,3,4,-1,-1,-1
9009,Ses05F_script03_2_F032,2.0,2.5,4.0,ang,Anger,Anger,Anger,-1,3,2,3,1,3,5,-1,-1,-1
9010,Ses05F_script03_2_F033,1.5,3.5,4.5,ang,Anger,Anger,Anger,-1,2,3,4,1,4,5,-1,-1,-1
9011,Ses05F_script03_2_F034,2.0,3.5,4.0,ang,Anger,Anger,Anger,-1,3,3,3,1,4,5,-1,-1,-1
9012,Ses05F_script03_2_F035,2.0,2.5,4.0,ang,Anger,Anger,Anger,-1,2,2,4,2,3,4,-1,-1,-1
9013,Ses05F_script03_2_F036,1.5,4.0,4.0,ang,Anger,Anger,Anger,-1,2,3,3,1,5,5,-1,-1,-1
9014,Ses05F_script03_2_F037,2.0,3.5,4.0,ang,Anger,Anger,Anger,-1,2,3,4,2,4,4,-1,-1,-1
9015,Ses05F_script03_2_F038,1.0,4.5,5.0,ang,Anger,Anger,Anger,-1,1,4,5,1,5,5,-1,-1,-1
9016,Ses05F_script03_2_F039,1.0,4.0,5.0,ang,Anger,Anger,Anger,-1,1,4,5,1,4,5,-1,-1,-1
9017,Ses05F_script03_2_F040,1.0,4.5,5.0,ang,Anger,Anger,Anger,-1,1,4,5,1,5,5,-1,-1,-1
9018,Ses05F_script03_2_F041,1.5,4.0,5.0,ang,Anger,Anger,Anger,-1,2,3,5,1,5,5,-1,-1,-1
9019,Ses05F_script03_2_M000,2.5,3.5,4.0,xxx,Frustration,Anger,Other,-1,3,4,4,2,3,4,-1,-1,-1
9020,Ses05F_script03_2_M001,2.5,3.5,3.5,xxx,Frustration,Anger,Other,-1,3,3,3,2,4,4,-1,-1,-1
9021,Ses05F_script03_2_M002,2.0,3.5,4.0,xxx,Frustration,Disgust,Other,-1,2,3,4,2,4,4,-1,-1,-1
9022,Ses05F_script03_2_M003,2.0,3.0,3.5,xxx,Frustration,Anger,Other,-1,2,3,3,2,3,4,-1,-1,-1
9023,Ses05F_script03_2_M004,2.0,3.5,3.5,ang,Anger,Anger,Other,-1,2,3,3,2,4,4,-1,-1,-1
9024,Ses05F_script03_2_M005,2.0,3.5,3.5,ang,Anger,Anger,Other,-1,2,3,3,2,4,4,-1,-1,-1
9025,Ses05F_script03_2_M006,1.5,3.5,4.0,fru,Frustration,Surprise,Other,-1,2,3,3,1,4,5,-1,-1,-1
9026,Ses05F_script03_2_M007,1.5,4.0,4.0,xxx,Anger,Surprise,Other,-1,2,4,3,1,4,5,-1,-1,-1
9027,Ses05F_script03_2_M008,1.5,3.0,4.5,ang,Anger,Anger,Other,-1,2,2,4,1,4,5,-1,-1,-1
9028,Ses05F_script03_2_M009,2.5,3.0,3.0,neu,Frustration,Neutral,Neutral,-1,3,3,3,2,3,3,-1,-1,-1
9029,Ses05F_script03_2_M010,3.0,3.5,3.0,neu,Frustration,Neutral,Neutral,-1,3,3,2,3,4,4,-1,-1,-1
9030,Ses05F_script03_2_M011,3.0,2.5,3.5,xxx,Frustration,Anger,Other,-1,3,2,3,3,3,4,-1,-1,-1
9031,Ses05F_script03_2_M012,2.0,3.0,4.5,xxx,Frustration,Anger,Other,-1,2,3,4,2,3,5,-1,-1,-1
9032,Ses05F_script03_2_M013,2.0,4.0,4.5,ang,Anger,Anger,Other,-1,2,4,4,2,4,5,-1,-1,-1
9033,Ses05F_script03_2_M014,2.0,3.5,4.5,ang,Anger,Anger,Other,-1,2,3,4,2,4,5,-1,-1,-1
9034,Ses05F_script03_2_M015,3.0,3.5,3.0,xxx,Frustration,Neutral,Other,-1,3,3,2,3,4,4,-1,-1,-1
9035,Ses05F_script03_2_M016,2.5,3.5,3.5,ang,Anger,Anger,Neutral,-1,3,3,3,2,4,4,-1,-1,-1
9036,Ses05F_script03_2_M017,3.5,3.5,3.5,xxx,Frustration,Anger,Neutral,-1,3,3,3,4,4,4,-1,-1,-1
9037,Ses05F_script03_2_M018,4.0,3.0,3.5,fru,Frustration,Anger,Frustration,-1,4,2,3,4,4,4,-1,-1,-1
9038,Ses05F_script03_2_M019,2.0,3.5,4.5,ang,Anger,Anger,Other,-1,2,3,4,2,4,5,-1,-1,-1
9039,Ses05F_script03_2_M020,2.0,3.5,4.0,xxx,Frustration,Anger,Anger,-1,2,3,3,2,4,5,-1,-1,-1
9040,Ses05F_script03_2_M021,2.0,3.5,4.5,xxx,Frustration,Anger,Anger,-1,2,3,4,2,4,5,-1,-1,-1
9041,Ses05F_script03_2_M022,1.5,3.0,5.0,ang,Anger,Anger,Anger,-1,2,2,5,1,4,5,-1,-1,-1
9042,Ses05F_script03_2_M023,2.5,3.0,3.0,fru,Frustration,Frustration,Anger,-1,3,2,2,2,4,4,-1,-1,-1
9043,Ses05F_script03_2_M024,1.5,3.5,4.0,ang,Anger,Anger,Other,-1,2,3,3,1,4,5,-1,-1,-1
9044,Ses05F_script03_2_M025,2.0,3.5,4.0,ang,Anger,Anger,Other,-1,2,3,3,2,4,5,-1,-1,-1
9045,Ses05F_script03_2_M026,2.0,4.5,4.5,ang,Anger,Anger,Other,-1,2,4,4,2,5,5,-1,-1,-1
9046,Ses05F_script03_2_M027,2.0,3.5,3.5,xxx,Frustration,Anger,Other,-1,2,3,3,2,4,4,-1,-1,-1
9047,Ses05F_script03_2_M028,2.0,4.5,4.5,xxx,Frustration,Anger,Other,-1,2,4,4,2,5,5,-1,-1,-1
9048,Ses05F_script03_2_M029,1.5,4.0,4.5,xxx,Frustration,Anger,Other,-1,2,4,4,1,4,5,-1,-1,-1
9049,Ses05F_script03_2_M030,2.0,5.0,4.5,fru,Frustration,Anger,Other,-1,2,5,4,2,5,5,-1,-1,-1
9050,Ses05F_script03_2_M031,1.5,3.5,4.5,xxx,Frustration,Anger,Other,-1,2,3,4,1,4,5,-1,-1,-1
9051,Ses05F_script03_2_M032,2.0,3.0,4.5,fru,Frustration,Anger,Other,-1,2,2,4,2,4,5,-1,-1,-1
9052,Ses05F_script03_2_M033,2.5,3.0,3.5,xxx,Frustration,Anger,Other,-1,3,2,3,2,4,4,-1,-1,-1
9053,Ses05F_script03_2_M034,3.0,3.0,3.5,xxx,Frustration,Anger,Other,-1,4,2,3,2,4,4,-1,-1,-1
9054,Ses05F_script03_2_M035,2.0,3.5,4.0,xxx,Frustration,Anger,Other,-1,2,3,3,2,4,5,-1,-1,-1
9055,Ses05F_script03_2_M036,2.0,2.5,3.5,xxx,Frustration,Anger,Other,-1,2,2,3,2,3,4,-1,-1,-1
9056,Ses05F_script03_2_M037,1.5,4.0,4.5,ang,Anger,Anger,Anger,-1,2,3,4,1,5,5,-1,-1,-1
9057,Ses05F_script03_2_M038,1.5,4.0,4.5,ang,Anger,Anger,Anger,-1,2,3,4,1,5,5,-1,-1,-1
9058,Ses05F_script03_2_M039,2.0,3.5,4.0,ang,Anger,Anger,Anger,-1,2,2,3,2,5,5,-1,-1,-1
9059,Ses05F_script03_2_M040,1.5,4.5,4.0,ang,Anger,Anger,Anger,-1,2,4,3,1,5,5,-1,-1,-1
9060,Ses05F_script03_2_M041,2.5,4.0,4.0,ang,Anger,Anger,Anger,-1,4,4,3,1,4,5,-1,-1,-1
9061,Ses05F_script03_2_M042,2.0,4.0,4.5,ang,Anger,Anger,Anger,-1,2,3,4,2,5,5,-1,-1,-1
9062,Ses05F_script03_2_M043,1.0,4.5,5.0,ang,Anger,Anger,Anger,-1,1,4,5,1,5,5,-1,-1,-1
9063,Ses05M_impro06_F000,2.0,2.0,1.5,xxx,Sadness,Neutral,Other,-1,2,3,2,2,1,1,-1,-1,-1
9064,Ses05M_impro06_F001,2.0,3.0,1.5,xxx,Sadness,Neutral,Other,-1,2,4,2,2,2,1,-1,-1,-1
9065,Ses05M_impro06_F002,2.0,2.5,1.5,sad,Sadness,Sadness,Other,-1,2,4,2,2,1,1,-1,-1,-1
9066,Ses05M_impro06_F003,2.0,3.0,1.5,sad,Sadness,Sadness,Surprise,-1,2,4,2,2,2,1,-1,-1,-1
9067,Ses05M_impro06_F004,2.5,2.0,2.0,sad,Sadness,Sadness,Neutral,-1,2,3,3,3,1,1,-1,-1,-1
9068,Ses05M_impro06_F005,2.0,2.0,2.0,sad,Sadness,Sadness,Sadness,-1,2,3,3,2,1,1,-1,-1,-1
9069,Ses05M_impro06_F006,2.0,2.5,1.5,sad,Sadness,Sadness,Neutral,-1,2,4,2,2,1,1,-1,-1,-1
9070,Ses05M_impro06_F007,2.0,2.5,1.5,sad,Sadness,Sadness,Sadness,-1,2,4,2,2,1,1,-1,-1,-1
9071,Ses05M_impro06_F008,2.0,3.0,2.5,sad,Sadness,Sadness,Neutral,-1,2,4,3,2,2,2,-1,-1,-1
9072,Ses05M_impro06_F009,2.0,2.0,2.5,sad,Sadness,Sadness,Neutral,-1,2,3,3,2,1,2,-1,-1,-1
9073,Ses05M_impro06_F010,2.0,3.0,2.5,sad,Sadness,Sadness,Other,-1,2,4,3,2,2,2,-1,-1,-1
9074,Ses05M_impro06_M000,2.0,2.0,2.0,sad,Sadness,Sadness,Sadness,-1,2,3,3,2,1,1,-1,-1,-1
9075,Ses05M_impro06_M001,2.0,2.0,2.0,sad,Sadness,Sadness,Sadness,-1,2,3,3,2,1,1,-1,-1,-1
9076,Ses05M_impro06_M002,1.5,2.0,2.0,sad,Anger,Sadness,Sadness,-1,1,2,3,2,2,1,-1,-1,-1
9077,Ses05M_impro06_M003,1.5,2.0,2.0,sad,Anger,Sadness,Sadness,-1,1,3,3,2,1,1,-1,-1,-1
9078,Ses05M_impro06_M004,1.5,2.5,2.5,sad,Anger,Sadness,Sadness,-1,1,3,3,2,2,2,-1,-1,-1
9079,Ses05M_impro06_M005,1.5,3.0,2.5,sad,Anger,Sadness,Excited,-1,1,4,3,2,2,2,-1,-1,-1
9080,Ses05M_impro06_M006,2.0,3.5,2.5,sad,Other,Sadness,Excited,-1,1,4,3,3,3,2,-1,-1,-1
9081,Ses05M_impro06_M007,2.0,3.0,2.5,sad,Sadness,Sadness,Excited,-1,1,4,3,3,2,2,-1,-1,-1
9082,Ses05M_impro06_M008,1.5,3.0,2.0,sad,Sadness,Sadness,Sadness,-1,1,3,3,2,3,1,-1,-1,-1
9083,Ses05M_impro06_M009,1.5,3.0,2.0,sad,Surprise,Sadness,Sadness,-1,1,4,3,2,2,1,-1,-1,-1
9084,Ses05M_impro06_M010,1.5,3.0,2.5,sad,Disgust,Sadness,Sadness,-1,1,4,3,2,2,2,-1,-1,-1
9085,Ses05M_impro06_M011,1.5,3.0,2.0,sad,Sadness,Sadness,Sadness,-1,1,4,3,2,2,1,-1,-1,-1
9086,Ses05M_impro06_M012,1.5,3.0,2.0,sad,Sadness,Sadness,Sadness,-1,1,4,3,2,2,1,-1,-1,-1
9087,Ses05M_impro06_M013,1.0,3.5,2.5,sad,Sadness,Sadness,Sadness,-1,1,5,3,1,2,2,-1,-1,-1
9088,Ses05M_impro06_M014,1.5,3.0,2.5,sad,Anger,Sadness,Sadness,-1,1,4,3,2,2,2,-1,-1,-1
9089,Ses05M_impro06_M015,1.5,3.0,3.5,xxx,Anger,Sadness,Frustration,-1,1,4,4,2,2,3,-1,-1,-1
9090,Ses05M_impro06_M016,1.5,3.0,3.0,xxx,Anger,Sadness,Anger,-1,1,4,4,2,2,2,-1,-1,-1
9091,Ses05M_impro06_M017,2.0,2.5,2.0,sad,Sadness,Sadness,Neutral,-1,1,3,3,3,2,1,-1,-1,-1
9092,Ses05M_impro06_M018,2.0,3.0,2.5,sad,Sadness,Sadness,Sadness,-1,1,4,3,3,2,2,-1,-1,-1
9093,Ses05M_impro06_M019,1.5,2.0,2.0,sad,Sadness,Sadness,Sadness,-1,1,3,3,2,1,1,-1,-1,-1
9094,Ses05M_impro06_M020,1.5,2.5,1.5,sad,Sadness,Sadness,Neutral,-1,1,4,2,2,1,1,-1,-1,-1
9095,Ses05M_script01_2_F000,2.3333,2.3333,2.6667,xxx,Sadness,Anger,Neutral,-1,3,2,2,2,3,4,-1,-1,-1
9096,Ses05M_script01_2_F001,2.3333,2.6667,3.3333,xxx,Sadness,Anger,Neutral,-1,3,2,3,2,4,4,-1,-1,-1
9097,Ses05M_script01_2_F002,2.3333,3.3333,3.6667,neu,Sadness,Neutral,Neutral,-1,3,3,4,2,4,4,-1,-1,-1
9098,Ses05M_script01_2_F003,2.3333,2.0,2.3333,xxx,Sadness,Neutral,Anger,-1,3,2,3,2,2,3,-1,-1,-1
9099,Ses05M_script01_2_F004,2.3333,2.3333,2.6667,neu,Sadness,Neutral,Neutral,-1,3,2,3,2,3,4,-1,-1,-1
9100,Ses05M_script01_2_F005,2.0,3.3333,3.0,ang,Sadness,Anger,Anger,-1,2,3,3,2,4,4,-1,-1,-1
9101,Ses05M_script01_2_F006,2.0,3.3333,3.3333,xxx,Sadness,Anger,Frustration,-1,2,3,3,2,4,4,-1,-1,-1
9102,Ses05M_script01_2_F007,2.0,3.3333,3.6667,xxx,Sadness,Anger,Neutral,-1,2,3,4,2,4,4,-1,-1,-1
9103,Ses05M_script01_2_F008,2.0,2.6667,3.6667,xxx,Sadness,Anger,Neutral,-1,2,2,4,2,4,5,-1,-1,-1
9104,Ses05M_script01_2_F009,2.3333,3.3333,3.6667,xxx,Sadness,Anger,Neutral,-1,3,3,4,2,4,4,-1,-1,-1
9105,Ses05M_script01_2_F010,2.0,4.0,4.0,fru,Sadness,Anger,Frustration,-1,3,4,4,1,4,5,-1,-1,-1
9106,Ses05M_script01_2_F011,1.6667,4.0,4.0,fru,Frustration,Anger,Frustration,-1,2,4,4,1,4,5,-1,-1,-1
9107,Ses05M_script01_2_F012,1.6667,4.3333,4.3333,xxx,Frustration,Anger,Anger,-1,2,4,5,1,5,5,-1,-1,-1
